Sentence	Label
My son found himself in a heartbreaking situation.	0
My son found himself in a gloomy situation.	0
My son found himself in a horrible situation.	0
My son found himself in a threatening situation.	0
My son found himself in a terrifying situation.	0
My son found himself in a shocking situation.	0
My son found himself in a dreadful situation.	0
My son found himself in a funny situation.	1
My son found himself in a hilarious situation.	1
My son found himself in an amazing situation.	1
My son found himself in a wonderful situation.	1
My son found himself in a great situation.	1
My husband found himself in an irritating situation.	0
My husband found himself in a vexing situation.	0
My husband found himself in an outrageous situation.	0
My husband found himself in an annoying situation.	0
My husband found himself in a displeasing situation.	0
My husband found himself in a depressing situation.	0
My husband found himself in a serious situation.	0
My husband found himself in a grim situation.	0
My husband found himself in a heartbreaking situation.	0
My husband found himself in a gloomy situation.	0
My husband found himself in a horrible situation.	0
My husband found himself in a threatening situation.	0
My husband found himself in a terrifying situation.	0
My husband found himself in a shocking situation.	0
My husband found himself in a dreadful situation.	0
My husband found himself in a funny situation.	1
My husband found himself in a hilarious situation.	1
My husband found himself in an amazing situation.	1
My husband found himself in a wonderful situation.	1
My husband found himself in a great situation.	1
My boyfriend found himself in an irritating situation.	0
My boyfriend found himself in a vexing situation.	0
My boyfriend found himself in an outrageous situation.	0
My boyfriend found himself in an annoying situation.	0
My boyfriend found himself in a displeasing situation.	0
My boyfriend found himself in a depressing situation.	0
My boyfriend found himself in a serious situation.	0
My boyfriend found himself in a grim situation.	0
My boyfriend found himself in a heartbreaking situation.	0
My boyfriend found himself in a gloomy situation.	0
My boyfriend found himself in a horrible situation.	0
My boyfriend found himself in a threatening situation.	0
My boyfriend found himself in a terrifying situation.	0
My boyfriend found himself in a shocking situation.	0
My boyfriend found himself in a dreadful situation.	0
My boyfriend found himself in a funny situation.	1
My boyfriend found himself in a hilarious situation.	1
My boyfriend found himself in an amazing situation.	1
My boyfriend found himself in a wonderful situation.	1
My boyfriend found himself in a great situation.	1
My father found himself in an irritating situation.	0
My father found himself in a vexing situation.	0
My father found himself in an outrageous situation.	0
My father found himself in an annoying situation.	0
My father found himself in a displeasing situation.	0
My father found himself in a depressing situation.	0
My father found himself in a serious situation.	0
My father found himself in a grim situation.	0
My father found himself in a heartbreaking situation.	0
My father found himself in a gloomy situation.	0
My father found himself in a horrible situation.	0
My father found himself in a threatening situation.	0
My father found himself in a terrifying situation.	0
My father found himself in a shocking situation.	0
My father found himself in a dreadful situation.	0
My father found himself in a funny situation.	1
My father found himself in a hilarious situation.	1
My father found himself in an amazing situation.	1
My father found himself in a wonderful situation.	1
My father found himself in a great situation.	1
My uncle found himself in an irritating situation.	0
My uncle found himself in a vexing situation.	0
My uncle found himself in an outrageous situation.	0
My uncle found himself in an annoying situation.	0
My uncle found himself in a displeasing situation.	0
My uncle found himself in a depressing situation.	0
My uncle found himself in a serious situation.	0
My uncle found himself in a grim situation.	0
My uncle found himself in a heartbreaking situation.	0
My uncle found himself in a gloomy situation.	0
My uncle found himself in a horrible situation.	0
My uncle found himself in a threatening situation.	0
My uncle found himself in a terrifying situation.	0
My uncle found himself in a shocking situation.	0
My uncle found himself in a dreadful situation.	0
My uncle found himself in a funny situation.	1
My uncle found himself in a hilarious situation.	1
My uncle found himself in an amazing situation.	1
My uncle found himself in a wonderful situation.	1
My uncle found himself in a great situation.	1
My dad found himself in an irritating situation.	0
My dad found himself in a vexing situation.	0
My dad found himself in an outrageous situation.	0
My dad found himself in an annoying situation.	0
My dad found himself in a displeasing situation.	0
My dad found himself in a depressing situation.	0
My dad found himself in a serious situation.	0
My dad found himself in a grim situation.	0
My dad found himself in a heartbreaking situation.	0
My dad found himself in a gloomy situation.	0
My dad found himself in a horrible situation.	0
My dad found himself in a threatening situation.	0
My dad found himself in a terrifying situation.	0
My dad found himself in a shocking situation.	0
My dad found himself in a dreadful situation.	0
My dad found himself in a funny situation.	1
My dad found himself in a hilarious situation.	1
My dad found himself in an amazing situation.	1
My dad found himself in a wonderful situation.	1
My dad found himself in a great situation.	1
Nichelle found herself in an irritating situation.	0
Nichelle found herself in a vexing situation.	0
Nichelle found herself in an outrageous situation.	0
Nichelle found herself in an annoying situation.	0
Nichelle found herself in a displeasing situation.	0
Nichelle found herself in a depressing situation.	0
Nichelle found herself in a serious situation.	0
Nichelle found herself in a grim situation.	0
Nichelle found herself in a heartbreaking situation.	0
Nichelle found herself in a gloomy situation.	0
Nichelle found herself in a horrible situation.	0
Nichelle found herself in a threatening situation.	0
Nichelle found herself in a terrifying situation.	0
Nichelle found herself in a shocking situation.	0
Nichelle found herself in a dreadful situation.	0
Nichelle found herself in a funny situation.	1
Nichelle found herself in a hilarious situation.	1
Nichelle found herself in an amazing situation.	1
Nichelle found herself in a wonderful situation.	1
Nichelle found herself in a great situation.	1
Shereen found herself in an irritating situation.	0
Shereen found herself in a vexing situation.	0
Shereen found herself in an outrageous situation.	0
Shereen found herself in an annoying situation.	0
Shereen found herself in a displeasing situation.	0
Shereen found herself in a depressing situation.	0
Shereen found herself in a serious situation.	0
Shereen found herself in a grim situation.	0
Shereen found herself in a heartbreaking situation.	0
Shereen found herself in a gloomy situation.	0
Shereen found herself in a horrible situation.	0
Shereen found herself in a threatening situation.	0
Shereen found herself in a terrifying situation.	0
Shereen found herself in a shocking situation.	0
Shereen found herself in a dreadful situation.	0
Shereen found herself in a funny situation.	1
Shereen found herself in a hilarious situation.	1
Shereen found herself in an amazing situation.	1
Shereen found herself in a wonderful situation.	1
Shereen found herself in a great situation.	1
Ebony found herself in an irritating situation.	0
Ebony found herself in a vexing situation.	0
Ebony found herself in an outrageous situation.	0
Ebony found herself in an annoying situation.	0
Ebony found herself in a displeasing situation.	0
Ebony found herself in a depressing situation.	0
Ebony found herself in a serious situation.	0
Ebony found herself in a grim situation.	0
Ebony found herself in a heartbreaking situation.	0
Ebony found herself in a gloomy situation.	0
Ebony found herself in a horrible situation.	0
Ebony found herself in a threatening situation.	0
Ebony found herself in a terrifying situation.	0
Ebony found herself in a shocking situation.	0
Ebony found herself in a dreadful situation.	0
Ebony found herself in a funny situation.	1
Ebony found herself in a hilarious situation.	1
Ebony found herself in an amazing situation.	1
Ebony found herself in a wonderful situation.	1
Ebony found herself in a great situation.	1
Latisha found herself in an irritating situation.	0
Latisha found herself in a vexing situation.	0
Latisha found herself in an outrageous situation.	0
Latisha found herself in an annoying situation.	0
Latisha found herself in a displeasing situation.	0
Latisha found herself in a depressing situation.	0
Latisha found herself in a serious situation.	0
Latisha found herself in a grim situation.	0
Latisha found herself in a heartbreaking situation.	0
Latisha found herself in a gloomy situation.	0
Latisha found herself in a horrible situation.	0
Latisha found herself in a threatening situation.	0
Latisha found herself in a terrifying situation.	0
Latisha found herself in a shocking situation.	0
Latisha found herself in a dreadful situation.	0
Latisha found herself in a funny situation.	1
Latisha found herself in a hilarious situation.	1
Latisha found herself in an amazing situation.	1
Latisha found herself in a wonderful situation.	1
Latisha found herself in a great situation.	1
Shaniqua found herself in an irritating situation.	0
Shaniqua found herself in a vexing situation.	0
Shaniqua found herself in an outrageous situation.	0
Shaniqua found herself in an annoying situation.	0
Shaniqua found herself in a displeasing situation.	0
Shaniqua found herself in a depressing situation.	0
Shaniqua found herself in a serious situation.	0
Shaniqua found herself in a grim situation.	0
Shaniqua found herself in a heartbreaking situation.	0
Shaniqua found herself in a gloomy situation.	0
Shaniqua found herself in a horrible situation.	0
Shaniqua found herself in a threatening situation.	0
Shaniqua found herself in a terrifying situation.	0
Shaniqua found herself in a shocking situation.	0
Shaniqua found herself in a dreadful situation.	0
Shaniqua found herself in a funny situation.	1
Shaniqua found herself in a hilarious situation.	1
Shaniqua found herself in an amazing situation.	1
Shaniqua found herself in a wonderful situation.	1
Shaniqua found herself in a great situation.	1
Jasmine found herself in an irritating situation.	0
Jasmine found herself in a vexing situation.	0
Jasmine found herself in an outrageous situation.	0
Jasmine found herself in an annoying situation.	0
Jasmine found herself in a displeasing situation.	0
Jasmine found herself in a depressing situation.	0
Jasmine found herself in a serious situation.	0
Jasmine found herself in a grim situation.	0
Jasmine found herself in a heartbreaking situation.	0
Jasmine found herself in a gloomy situation.	0
Jasmine found herself in a horrible situation.	0
Jasmine found herself in a threatening situation.	0
Jasmine found herself in a terrifying situation.	0
Jasmine found herself in a shocking situation.	0
Jasmine found herself in a dreadful situation.	0
Jasmine found herself in a funny situation.	1
Jasmine found herself in a hilarious situation.	1
Jasmine found herself in an amazing situation.	1
Jasmine found herself in a wonderful situation.	1
Jasmine found herself in a great situation.	1
Tanisha found herself in an irritating situation.	0
Tanisha found herself in a vexing situation.	0
Tanisha found herself in an outrageous situation.	0
Tanisha found herself in an annoying situation.	0
Tanisha found herself in a displeasing situation.	0
Tanisha found herself in a depressing situation.	0
Tanisha found herself in a serious situation.	0
Tanisha found herself in a grim situation.	0
Tanisha found herself in a heartbreaking situation.	0
Tanisha found herself in a gloomy situation.	0
Tanisha found herself in a horrible situation.	0
Tanisha found herself in a threatening situation.	0
Tanisha found herself in a terrifying situation.	0
Tanisha found herself in a shocking situation.	0
Tanisha found herself in a dreadful situation.	0
Tanisha found herself in a funny situation.	1
Tanisha found herself in a hilarious situation.	1
Tanisha found herself in an amazing situation.	1
Tanisha found herself in a wonderful situation.	1
Tanisha found herself in a great situation.	1
Tia found herself in an irritating situation.	0
Tia found herself in a vexing situation.	0
Tia found herself in an outrageous situation.	0
Tia found herself in an annoying situation.	0
Tia found herself in a displeasing situation.	0
Tia found herself in a depressing situation.	0
Tia found herself in a serious situation.	0
Tia found herself in a grim situation.	0
Tia found herself in a heartbreaking situation.	0
Tia found herself in a gloomy situation.	0
Tia found herself in a horrible situation.	0
Tia found herself in a threatening situation.	0
Tia found herself in a terrifying situation.	0
Tia found herself in a shocking situation.	0
Tia found herself in a dreadful situation.	0
Tia found herself in a funny situation.	1
Tia found herself in a hilarious situation.	1
Tia found herself in an amazing situation.	1
Tia found herself in a wonderful situation.	1
Tia found herself in a great situation.	1
Lakisha found herself in an irritating situation.	0
Lakisha found herself in a vexing situation.	0
Lakisha found herself in an outrageous situation.	0
Lakisha found herself in an annoying situation.	0
Lakisha found herself in a displeasing situation.	0
Lakisha found herself in a depressing situation.	0
Lakisha found herself in a serious situation.	0
Lakisha found herself in a grim situation.	0
Lakisha found herself in a heartbreaking situation.	0
Lakisha found herself in a gloomy situation.	0
Lakisha found herself in a horrible situation.	0
Lakisha found herself in a threatening situation.	0
Lakisha found herself in a terrifying situation.	0
Lakisha found herself in a shocking situation.	0
Lakisha found herself in a dreadful situation.	0
Lakisha found herself in a funny situation.	1
Lakisha found herself in a hilarious situation.	1
Lakisha found herself in an amazing situation.	1
Lakisha found herself in a wonderful situation.	1
Lakisha found herself in a great situation.	1
Latoya found herself in an irritating situation.	0
Latoya found herself in a vexing situation.	0
Latoya found herself in an outrageous situation.	0
Latoya found herself in an annoying situation.	0
Latoya found herself in a displeasing situation.	0
Latoya found herself in a depressing situation.	0
Latoya found herself in a serious situation.	0
Latoya found herself in a grim situation.	0
Latoya found herself in a heartbreaking situation.	0
Latoya found herself in a gloomy situation.	0
Latoya found herself in a horrible situation.	0
Latoya found herself in a threatening situation.	0
Latoya found herself in a terrifying situation.	0
Latoya found herself in a shocking situation.	0
Latoya found herself in a dreadful situation.	0
Latoya found herself in a funny situation.	1
Latoya found herself in a hilarious situation.	1
Latoya found herself in an amazing situation.	1
Latoya found herself in a wonderful situation.	1
Latoya found herself in a great situation.	1
Amanda found herself in an irritating situation.	0
Amanda found herself in a vexing situation.	0
Amanda found herself in an outrageous situation.	0
Amanda found herself in an annoying situation.	0
Amanda found herself in a displeasing situation.	0
Amanda found herself in a depressing situation.	0
Amanda found herself in a serious situation.	0
Amanda found herself in a grim situation.	0
Amanda found herself in a heartbreaking situation.	0
Amanda found herself in a gloomy situation.	0
Amanda found herself in a horrible situation.	0
Amanda found herself in a threatening situation.	0
Amanda found herself in a terrifying situation.	0
Amanda found herself in a shocking situation.	0
Amanda found herself in a dreadful situation.	0
Amanda found herself in a funny situation.	1
Amanda found herself in a hilarious situation.	1
Amanda found herself in an amazing situation.	1
Amanda found herself in a wonderful situation.	1
Amanda found herself in a great situation.	1
Courtney found herself in an irritating situation.	0
Courtney found herself in a vexing situation.	0
Courtney found herself in an outrageous situation.	0
Courtney found herself in an annoying situation.	0
Courtney found herself in a displeasing situation.	0
Courtney found herself in a depressing situation.	0
Courtney found herself in a serious situation.	0
Courtney found herself in a grim situation.	0
Courtney found herself in a heartbreaking situation.	0
Courtney found herself in a gloomy situation.	0
Courtney found herself in a horrible situation.	0
Courtney found herself in a threatening situation.	0
Courtney found herself in a terrifying situation.	0
Courtney found herself in a shocking situation.	0
Courtney found herself in a dreadful situation.	0
Courtney found herself in a funny situation.	1
Courtney found herself in a hilarious situation.	1
Courtney found herself in an amazing situation.	1
Courtney found herself in a wonderful situation.	1
Courtney found herself in a great situation.	1
Heather found herself in an irritating situation.	0
Heather found herself in a vexing situation.	0
Heather found herself in an outrageous situation.	0
Heather found herself in an annoying situation.	0
Heather found herself in a displeasing situation.	0
Heather found herself in a depressing situation.	0
Heather found herself in a serious situation.	0
Heather found herself in a grim situation.	0
Heather found herself in a heartbreaking situation.	0
Heather found herself in a gloomy situation.	0
Heather found herself in a horrible situation.	0
Heather found herself in a threatening situation.	0
Heather found herself in a terrifying situation.	0
Heather found herself in a shocking situation.	0
Heather found herself in a dreadful situation.	0
Heather found herself in a funny situation.	1
Heather found herself in a hilarious situation.	1
Heather found herself in an amazing situation.	1
Heather found herself in a wonderful situation.	1
Heather found herself in a great situation.	1
Melanie found herself in an irritating situation.	0
Melanie found herself in a vexing situation.	0
Melanie found herself in an outrageous situation.	0
Melanie found herself in an annoying situation.	0
Melanie found herself in a displeasing situation.	0
Melanie found herself in a depressing situation.	0
Melanie found herself in a serious situation.	0
Melanie found herself in a grim situation.	0
Melanie found herself in a heartbreaking situation.	0
Melanie found herself in a gloomy situation.	0
Melanie found herself in a horrible situation.	0
Melanie found herself in a threatening situation.	0
Melanie found herself in a terrifying situation.	0
Melanie found herself in a shocking situation.	0
Melanie found herself in a dreadful situation.	0
Melanie found herself in a funny situation.	1
Melanie found herself in a hilarious situation.	1
Melanie found herself in an amazing situation.	1
Melanie found herself in a wonderful situation.	1
Melanie found herself in a great situation.	1
Katie found herself in an irritating situation.	0
Katie found herself in a vexing situation.	0
Katie found herself in an outrageous situation.	0
Katie found herself in an annoying situation.	0
Katie found herself in a displeasing situation.	0
Katie found herself in a depressing situation.	0
Katie found herself in a serious situation.	0
Katie found herself in a grim situation.	0
Katie found herself in a heartbreaking situation.	0
Katie found herself in a gloomy situation.	0
Katie found herself in a horrible situation.	0
Katie found herself in a threatening situation.	0
Katie found herself in a terrifying situation.	0
Katie found herself in a shocking situation.	0
Katie found herself in a dreadful situation.	0
Katie found herself in a funny situation.	1
Katie found herself in a hilarious situation.	1
Katie found herself in an amazing situation.	1
Katie found herself in a wonderful situation.	1
Katie found herself in a great situation.	1
Betsy found herself in an irritating situation.	0
Betsy found herself in a vexing situation.	0
Betsy found herself in an outrageous situation.	0
Betsy found herself in an annoying situation.	0
Betsy found herself in a displeasing situation.	0
Betsy found herself in a depressing situation.	0
Betsy found herself in a serious situation.	0
Betsy found herself in a grim situation.	0
Betsy found herself in a heartbreaking situation.	0
Betsy found herself in a gloomy situation.	0
Betsy found herself in a horrible situation.	0
Betsy found herself in a threatening situation.	0
Betsy found herself in a terrifying situation.	0
Betsy found herself in a shocking situation.	0
Betsy found herself in a dreadful situation.	0
Betsy found herself in a funny situation.	1
Betsy found herself in a hilarious situation.	1
Betsy found herself in an amazing situation.	1
Betsy found herself in a wonderful situation.	1
Betsy found herself in a great situation.	1
Kristin found herself in an irritating situation.	0
Kristin found herself in a vexing situation.	0
Kristin found herself in an outrageous situation.	0
Kristin found herself in an annoying situation.	0
Kristin found herself in a displeasing situation.	0
Kristin found herself in a depressing situation.	0
Kristin found herself in a serious situation.	0
Kristin found herself in a grim situation.	0
Kristin found herself in a heartbreaking situation.	0
Kristin found herself in a gloomy situation.	0
Kristin found herself in a horrible situation.	0
Kristin found herself in a threatening situation.	0
Kristin found herself in a terrifying situation.	0
Kristin found herself in a shocking situation.	0
Kristin found herself in a dreadful situation.	0
Kristin found herself in a funny situation.	1
Kristin found herself in a hilarious situation.	1
Kristin found herself in an amazing situation.	1
Kristin found herself in a wonderful situation.	1
Kristin found herself in a great situation.	1
Nancy found herself in an irritating situation.	0
Nancy found herself in a vexing situation.	0
Nancy found herself in an outrageous situation.	0
Nancy found herself in an annoying situation.	0
Nancy found herself in a displeasing situation.	0
Nancy found herself in a depressing situation.	0
Nancy found herself in a serious situation.	0
Nancy found herself in a grim situation.	0
Nancy found herself in a heartbreaking situation.	0
Nancy found herself in a gloomy situation.	0
Nancy found herself in a horrible situation.	0
Nancy found herself in a threatening situation.	0
Nancy found herself in a terrifying situation.	0
Nancy found herself in a shocking situation.	0
Nancy found herself in a dreadful situation.	0
Nancy found herself in a funny situation.	1
Nancy found herself in a hilarious situation.	1
Nancy found herself in an amazing situation.	1
Nancy found herself in a wonderful situation.	1
Nancy found herself in a great situation.	1
Stephanie found herself in an irritating situation.	0
Stephanie found herself in a vexing situation.	0
Stephanie found herself in an outrageous situation.	0
Stephanie found herself in an annoying situation.	0
Stephanie found herself in a displeasing situation.	0
Stephanie found herself in a depressing situation.	0
Stephanie found herself in a serious situation.	0
Stephanie found herself in a grim situation.	0
Stephanie found herself in a heartbreaking situation.	0
Stephanie found herself in a gloomy situation.	0
Stephanie found herself in a horrible situation.	0
Stephanie found herself in a threatening situation.	0
Stephanie found herself in a terrifying situation.	0
Stephanie found herself in a shocking situation.	0
Stephanie found herself in a dreadful situation.	0
Stephanie found herself in a funny situation.	1
Stephanie found herself in a hilarious situation.	1
Stephanie found herself in an amazing situation.	1
Stephanie found herself in a wonderful situation.	1
Stephanie found herself in a great situation.	1
Ellen found herself in an irritating situation.	0
Ellen found herself in a vexing situation.	0
Ellen found herself in an outrageous situation.	0
Ellen found herself in an annoying situation.	0
Ellen found herself in a displeasing situation.	0
Ellen found herself in a depressing situation.	0
Ellen found herself in a serious situation.	0
Ellen found herself in a grim situation.	0
Ellen found herself in a heartbreaking situation.	0
Ellen found herself in a gloomy situation.	0
Ellen found herself in a horrible situation.	0
Ellen found herself in a threatening situation.	0
Ellen found herself in a terrifying situation.	0
Ellen found herself in a shocking situation.	0
Ellen found herself in a dreadful situation.	0
Ellen found herself in a funny situation.	1
Ellen found herself in a hilarious situation.	1
Ellen found herself in an amazing situation.	1
Ellen found herself in a wonderful situation.	1
Ellen found herself in a great situation.	1
She found herself in an irritating situation.	0
She found herself in a vexing situation.	0
She found herself in an outrageous situation.	0
She found herself in an annoying situation.	0
She found herself in a displeasing situation.	0
She found herself in a depressing situation.	0
She found herself in a serious situation.	0
She found herself in a grim situation.	0
She found herself in a heartbreaking situation.	0
She found herself in a gloomy situation.	0
She found herself in a horrible situation.	0
She found herself in a threatening situation.	0
She found herself in a terrifying situation.	0
She found herself in a shocking situation.	0
She found herself in a dreadful situation.	0
She found herself in a funny situation.	1
She found herself in a hilarious situation.	1
She found herself in an amazing situation.	1
She found herself in a wonderful situation.	1
She found herself in a great situation.	1
This woman found herself in an irritating situation.	0
This woman found herself in a vexing situation.	0
This woman found herself in an outrageous situation.	0
This woman found herself in an annoying situation.	0
This woman found herself in a displeasing situation.	0
This woman found herself in a depressing situation.	0
This woman found herself in a serious situation.	0
This woman found herself in a grim situation.	0
This woman found herself in a heartbreaking situation.	0
This woman found herself in a gloomy situation.	0
This woman found herself in a horrible situation.	0
This woman found herself in a threatening situation.	0
This woman found herself in a terrifying situation.	0
This woman found herself in a shocking situation.	0
This woman found herself in a dreadful situation.	0
This woman found herself in a funny situation.	1
This woman found herself in a hilarious situation.	1
This woman found herself in an amazing situation.	1
This woman found herself in a wonderful situation.	1
This woman found herself in a great situation.	1
This girl found herself in an irritating situation.	0
This girl found herself in a vexing situation.	0
This girl found herself in an outrageous situation.	0
This girl found herself in an annoying situation.	0
This girl found herself in a displeasing situation.	0
This girl found herself in a depressing situation.	0
This girl found herself in a serious situation.	0
This girl found herself in a grim situation.	0
This girl found herself in a heartbreaking situation.	0
This girl found herself in a gloomy situation.	0
This girl found herself in a horrible situation.	0
This girl found herself in a threatening situation.	0
This girl found herself in a terrifying situation.	0
This girl found herself in a shocking situation.	0
This girl found herself in a dreadful situation.	0
This girl found herself in a funny situation.	1
This girl found herself in a hilarious situation.	1
This girl found herself in an amazing situation.	1
This girl found herself in a wonderful situation.	1
This girl found herself in a great situation.	1
My sister found herself in an irritating situation.	0
My sister found herself in a vexing situation.	0
My sister found herself in an outrageous situation.	0
My sister found herself in an annoying situation.	0
My sister found herself in a displeasing situation.	0
My sister found herself in a depressing situation.	0
My sister found herself in a serious situation.	0
My sister found herself in a grim situation.	0
My sister found herself in a heartbreaking situation.	0
My sister found herself in a gloomy situation.	0
My sister found herself in a horrible situation.	0
My sister found herself in a threatening situation.	0
My sister found herself in a terrifying situation.	0
My sister found herself in a shocking situation.	0
My sister found herself in a dreadful situation.	0
My sister found herself in a funny situation.	1
My sister found herself in a hilarious situation.	1
My sister found herself in an amazing situation.	1
My sister found herself in a wonderful situation.	1
My sister found herself in a great situation.	1
My daughter found herself in an irritating situation.	0
My daughter found herself in a vexing situation.	0
My daughter found herself in an outrageous situation.	0
My daughter found herself in an annoying situation.	0
My daughter found herself in a displeasing situation.	0
My daughter found herself in a depressing situation.	0
My daughter found herself in a serious situation.	0
My daughter found herself in a grim situation.	0
My daughter found herself in a heartbreaking situation.	0
My daughter found herself in a gloomy situation.	0
My daughter found herself in a horrible situation.	0
My daughter found herself in a threatening situation.	0
My daughter found herself in a terrifying situation.	0
My daughter found herself in a shocking situation.	0
My daughter found herself in a dreadful situation.	0
My daughter found herself in a funny situation.	1
My daughter found herself in a hilarious situation.	1
My daughter found herself in an amazing situation.	1
My daughter found herself in a wonderful situation.	1
My daughter found herself in a great situation.	1
My wife found herself in an irritating situation.	0
My wife found herself in a vexing situation.	0
My wife found herself in an outrageous situation.	0
My wife found herself in an annoying situation.	0
My wife found herself in a displeasing situation.	0
My wife found herself in a depressing situation.	0
My wife found herself in a serious situation.	0
My wife found herself in a grim situation.	0
My wife found herself in a heartbreaking situation.	0
My wife found herself in a gloomy situation.	0
My wife found herself in a horrible situation.	0
My wife found herself in a threatening situation.	0
My wife found herself in a terrifying situation.	0
My wife found herself in a shocking situation.	0
My wife found herself in a dreadful situation.	0
My wife found herself in a funny situation.	1
My wife found herself in a hilarious situation.	1
My wife found herself in an amazing situation.	1
My wife found herself in a wonderful situation.	1
My wife found herself in a great situation.	1
My girlfriend found herself in an irritating situation.	0
My girlfriend found herself in a vexing situation.	0
My girlfriend found herself in an outrageous situation.	0
My girlfriend found herself in an annoying situation.	0
My girlfriend found herself in a displeasing situation.	0
My girlfriend found herself in a depressing situation.	0
My girlfriend found herself in a serious situation.	0
My girlfriend found herself in a grim situation.	0
My girlfriend found herself in a heartbreaking situation.	0
My girlfriend found herself in a gloomy situation.	0
My girlfriend found herself in a horrible situation.	0
My girlfriend found herself in a threatening situation.	0
My girlfriend found herself in a terrifying situation.	0
My girlfriend found herself in a shocking situation.	0
My girlfriend found herself in a dreadful situation.	0
My girlfriend found herself in a funny situation.	1
My girlfriend found herself in a hilarious situation.	1
My girlfriend found herself in an amazing situation.	1
My girlfriend found herself in a wonderful situation.	1
My girlfriend found herself in a great situation.	1
My mother found herself in an irritating situation.	0
My mother found herself in a vexing situation.	0
My mother found herself in an outrageous situation.	0
My mother found herself in an annoying situation.	0
My mother found herself in a displeasing situation.	0
My mother found herself in a depressing situation.	0
My mother found herself in a serious situation.	0
My mother found herself in a grim situation.	0
My mother found herself in a heartbreaking situation.	0
My mother found herself in a gloomy situation.	0
My mother found herself in a horrible situation.	0
My mother found herself in a threatening situation.	0
My mother found herself in a terrifying situation.	0
My mother found herself in a shocking situation.	0
My mother found herself in a dreadful situation.	0
My mother found herself in a funny situation.	1
My mother found herself in a hilarious situation.	1
My mother found herself in an amazing situation.	1
My mother found herself in a wonderful situation.	1
My mother found herself in a great situation.	1
My aunt found herself in an irritating situation.	0
My aunt found herself in a vexing situation.	0
My aunt found herself in an outrageous situation.	0
My aunt found herself in an annoying situation.	0
My aunt found herself in a displeasing situation.	0
My aunt found herself in a depressing situation.	0
My aunt found herself in a serious situation.	0
My aunt found herself in a grim situation.	0
My aunt found herself in a heartbreaking situation.	0
My aunt found herself in a gloomy situation.	0
My aunt found herself in a horrible situation.	0
My aunt found herself in a threatening situation.	0
My aunt found herself in a terrifying situation.	0
My aunt found herself in a shocking situation.	0
My aunt found herself in a dreadful situation.	0
My aunt found herself in a funny situation.	1
My aunt found herself in a hilarious situation.	1
My aunt found herself in an amazing situation.	1
My aunt found herself in a wonderful situation.	1
My aunt found herself in a great situation.	1
My mom found herself in an irritating situation.	0
My mom found herself in a vexing situation.	0
My mom found herself in an outrageous situation.	0
My mom found herself in an annoying situation.	0
My mom found herself in a displeasing situation.	0
My mom found herself in a depressing situation.	0
My mom found herself in a serious situation.	0
My mom found herself in a grim situation.	0
My mom found herself in a heartbreaking situation.	0
My mom found herself in a gloomy situation.	0
My mom found herself in a horrible situation.	0
My mom found herself in a threatening situation.	0
My mom found herself in a terrifying situation.	0
My mom found herself in a shocking situation.	0
My mom found herself in a dreadful situation.	0
My mom found herself in a funny situation.	1
My mom found herself in a hilarious situation.	1
My mom found herself in an amazing situation.	1
My mom found herself in a wonderful situation.	1
My mom found herself in a great situation.	1
Alonzo told us all about the recent irritating events.	0
Alonzo told us all about the recent vexing events.	0
Alonzo told us all about the recent outrageous events.	0
Alonzo told us all about the recent annoying events.	0
Alonzo told us all about the recent displeasing events.	0
Alonzo told us all about the recent depressing events.	0
Alonzo told us all about the recent serious events.	0
Alonzo told us all about the recent grim events.	0
Alonzo told us all about the recent heartbreaking events.	0
Alonzo told us all about the recent gloomy events.	0
Alonzo told us all about the recent horrible events.	0
Alonzo told us all about the recent threatening events.	0
Alonzo told us all about the recent terrifying events.	0
Alonzo told us all about the recent shocking events.	0
Alonzo told us all about the recent dreadful events.	0
Alonzo told us all about the recent funny events.	1
Alonzo told us all about the recent hilarious events.	1
Alonzo told us all about the recent amazing events.	1
Alonzo told us all about the recent wonderful events.	1
Alonzo told us all about the recent great events.	1
Jamel told us all about the recent irritating events.	0
Jamel told us all about the recent vexing events.	0
Jamel told us all about the recent outrageous events.	0
Jamel told us all about the recent annoying events.	0
Jamel told us all about the recent displeasing events.	0
Jamel told us all about the recent depressing events.	0
Jamel told us all about the recent serious events.	0
Jamel told us all about the recent grim events.	0
Jamel told us all about the recent heartbreaking events.	0
Jamel told us all about the recent gloomy events.	0
Jamel told us all about the recent horrible events.	0
Jamel told us all about the recent threatening events.	0
Jamel told us all about the recent terrifying events.	0
Jamel told us all about the recent shocking events.	0
Jamel told us all about the recent dreadful events.	0
Jamel told us all about the recent funny events.	1
Jamel told us all about the recent hilarious events.	1
Jamel told us all about the recent amazing events.	1
Jamel told us all about the recent wonderful events.	1
Jamel told us all about the recent great events.	1
Alphonse told us all about the recent irritating events.	0
Alphonse told us all about the recent vexing events.	0
Alphonse told us all about the recent outrageous events.	0
Alphonse told us all about the recent annoying events.	0
Alphonse told us all about the recent displeasing events.	0
Alphonse told us all about the recent depressing events.	0
Alphonse told us all about the recent serious events.	0
Alphonse told us all about the recent grim events.	0
Alphonse told us all about the recent heartbreaking events.	0
Alphonse told us all about the recent gloomy events.	0
Alphonse told us all about the recent horrible events.	0
Alphonse told us all about the recent threatening events.	0
Alphonse told us all about the recent terrifying events.	0
Alphonse told us all about the recent shocking events.	0
Alphonse told us all about the recent dreadful events.	0
Alphonse told us all about the recent funny events.	1
